satisfaction_level;last_evaluation;number_project;average_montly_hours;time_spend_company;Work_accident;promotion_last_5years;sales;salary;left
0,065972222;0,046527778;3;183;3;0;0;support;medium;0
0,065972222;0,054166667;4;225;2;0;0;support;medium;0
00.57;00.54;5;216;3;0;0;support;medium;0
00.48;00.57;5;227;3;0;0;support;medium;0
0,065972222;00.05;4;242;2;0;0;support;medium;0
00.07;0,046527778;4;224;3;0;0;support;medium;0
00.48;0,042361111;3;223;3;1;0;support;medium;0
0,043055556;00.58;3;202;2;0;0;support;medium;0
00.58;0,052777778;3;220;3;0;0;support;medium;0
1;0,060416667;4;129;5;0;0;support;medium;0
0,054861111;0,045138889;2;193;5;0;0;support;medium;0
00.58;0,050694444;3;165;2;0;0;technical;medium;0
00.59;0,054861111;4;209;2;0;0;technical;medium;0
0,045833333;00.08;4;183;2;1;0;technical;medium;0
0,049305556;00.59;4;138;3;0;0;management;medium;0
00.09;0,051388889;5;152;3;0;0;IT;medium;0
0,051388889;0,04375;4;170;2;0;0;IT;medium;0
0,045833333;0,064583333;5;185;3;0;0;IT;medium;0
0,063888889;00.53;2;249;2;0;0;IT;high;0
00.55;00.51;4;155;3;0;0;IT;low;0
00.51;00.43;3;204;4;0;0;product_mng;medium;0
00.49;00.52;5;188;4;0;0;product_mng;medium;0
0,061111111;00.52;5;264;4;0;0;product_mng;medium;0
00.06;00.08;4;146;2;0;0;product_mng;medium;0
0,064583333;0,045138889;4;212;4;0;0;IT;medium;0
0,059722222;00.59;3;215;3;0;0;RandD;medium;0
0,054166667;0,068055556;4;239;3;0;0;RandD;medium;0
0,047916667;00.55;3;188;3;0;0;RandD;medium;0
0,058333333;00.51;4;259;3;0;0;RandD;medium;0
00.48;0,043055556;3;200;3;1;0;RandD;medium;0
0,04375;0,059722222;3;245;2;0;0;marketing;low;0
00.54;0,042361111;3;182;2;0;0;sales;low;0
0,059027778;00.53;4;181;2;0;0;accounting;low;0
00.51;00.52;3;164;3;0;0;support;low;0
0,061111111;0,059722222;5;257;3;0;0;technical;low;0
0,060416667;0,064583333;3;178;3;0;0;management;low;0
00.54;00.05;4;224;3;0;0;marketing;low;0
0,066666667;0,046527778;5;170;3;0;0;marketing;high;0
00.58;0,052083333;4;233;2;0;0;marketing;low;0
00.21;00.57;5;239;3;0;0;sales;high;0
00.05;00.56;5;185;2;0;0;sales;high;0
00.52;00.54;4;184;3;0;0;sales;low;0
00.05;00.07;3;188;2;0;0;sales;low;0
0,051388889;0,059722222;3;186;3;1;0;sales;high;0
0,047916667;0,04375;3;226;3;0;0;sales;low;0
0,042361111;0,051388889;2;143;6;0;0;sales;medium;0
00.05;0,056944444;3;213;3;0;0;sales;high;0
0,054861111;00.53;2;217;2;0;0;sales;medium;0
0,050694444;0,047222222;5;190;2;0;0;sales;medium;0
00.49;0,047916667;2;147;2;0;0;sales;medium;0
00.07;0,053472222;2;235;3;1;0;sales;medium;0
00.27;0,043055556;6;136;3;0;0;sales;high;0
00.08;00.54;5;261;2;0;0;sales;medium;0
00.45;00.06;6;176;4;0;0;sales;medium;0
0,04375;0,044444444;4;212;4;0;0;sales;medium;0
0,052777778;00.52;2;148;3;0;0;sales;high;0
00.42;0,051388889;6;218;6;0;0;sales;medium;0
00.41;0,060416667;6;262;6;0;0;sales;high;0
0,051388889;00.46;6;145;3;0;0;accounting;low;0
0,056944444;0,052083333;3;230;4;1;0;accounting;medium;0
0,056944444;0,045138889;4;210;2;0;0;accounting;medium;0
00.53;0,050694444;4;227;3;0;0;hr;medium;0
0,049305556;0,053472222;4;142;2;0;0;hr;medium;0
00.05;00.09;4;171;2;0;0;hr;low;0
0,047222222;0,061805556;3;241;3;0;0;hr;low;0
0,047222222;0,06875;3;247;2;1;0;technical;low;0
00.48;0,059722222;5;246;3;0;0;technical;low;0
00.59;0,05;3;188;3;1;0;technical;low;0
00.21;00.07;3;104;2;0;0;technical;low;0
0,06875;0,050694444;5;197;4;1;0;technical;low;0
1;0,061111111;4;191;4;0;0;technical;low;0
0,058333333;00.51;4;173;2;0;0;technical;low;0
0,059722222;0,056944444;2;207;4;1;0;technical;low;0
00.52;00.54;5;247;4;0;0;technical;high;0
0,065277778;0,067361111;5;197;5;1;0;technical;low;0
00.55;0,05625;3;242;2;0;0;technical;low;0
0,054861111;00.59;3;145;2;0;0;support;low;0
0,063194444;00.09;4;174;3;0;0;support;low;0
0,056944444;0,06875;3;195;2;0;0;support;high;0
0,058333333;0,065277778;4;270;3;1;0;support;low;0
0,05;0,047222222;4;238;3;0;0;support;low;0
0,047222222;0,059027778;4;156;2;0;0;support;low;0
0,06875;0,066666667;5;261;3;0;0;support;high;0
0,051388889;0,059027778;5;135;2;0;0;support;low;0
00.08;00.41;6;185;4;0;0;support;medium;0
00.55;00.55;3;197;3;0;0;support;high;0
00.56;0,065972222;3;241;3;0;0;support;medium;0
0,061111111;0,068055556;3;263;3;1;0;technical;high;0
0,059722222;00.49;4;251;2;0;0;technical;medium;0
0,044444444;0,065972222;3;218;2;0;0;technical;medium;0
0,056944444;00.58;4;183;3;0;0;management;medium;0
0,045833333;00.08;4;252;3;0;0;IT;medium;0
0,044444444;0,065972222;3;98;3;0;0;IT;medium;0
00.17;0,054166667;6;284;4;0;0;IT;medium;0
0,052083333;0,047222222;4;220;2;0;0;IT;medium;0
00.45;00.39;4;275;3;0;0;IT;medium;0
0,06875;00.09;4;164;3;0;0;product_mng;high;0
0,064583333;0,046527778;5;237;4;0;0;product_mng;low;0
0,061111111;00.08;3;133;3;0;0;product_mng;medium;0
0,043055556;00.52;5;256;4;0;0;product_mng;medium;0
0,065277778;0,061111111;4;270;3;0;0;IT;medium;0
00.59;0,063888889;4;196;2;0;0;RandD;medium;0
0,064583333;0,061805556;4;209;2;0;0;RandD;medium;0
0,049305556;00.39;3;261;3;0;0;RandD;medium;0
00.06;00.06;3;221;2;0;0;RandD;medium;0
0,049305556;0,047916667;4;180;3;1;0;RandD;medium;0
0,063194444;00.57;4;145;3;0;0;marketing;medium;0
0,054166667;0,066666667;4;111;2;0;0;sales;high;0
00.52;0,04375;4;232;3;0;0;accounting;low;0
0,06875;00.07;5;195;3;0;0;support;low;0
0,059722222;00.51;4;211;2;1;0;technical;low;0
0,051388889;0,047222222;4;194;2;0;0;management;high;0
00.15;0,058333333;4;275;5;0;0;marketing;low;0
00.57;00.54;3;140;3;0;0;marketing;low;0
0,046527778;00.06;3;157;3;0;0;marketing;low;0
00.08;0,064583333;4;258;3;0;0;sales;high;0
0,057638889;0,056944444;5;273;4;0;0;sales;low;0
0,047916667;00.53;3;135;2;0;0;sales;low;0
0,044444444;0,057638889;3;188;4;0;0;sales;low;0
0,065972222;00.52;5;222;2;0;0;sales;low;0
0,067361111;00.52;4;231;3;0;0;sales;low;0
0,059027778;0,059722222;3;255;2;0;0;sales;low;0
0,05;00.51;3;254;2;0;0;sales;low;0
0,063194444;0,059027778;3;244;3;1;0;sales;medium;0
0,05625;0,057638889;3;132;4;0;0;sales;medium;0
00.13;0,046527778;5;234;6;0;0;sales;medium;0
0,065972222;0,05625;4;272;3;0;0;sales;medium;0
0,056944444;00.54;4;191;3;0;0;sales;medium;0
0,04375;0,064583333;4;238;4;0;0;sales;medium;0
00.55;0,047916667;3;225;2;0;0;sales;medium;0
0,057638889;0,065972222;3;211;2;0;0;sales;medium;0
00.54;0,068055556;3;217;3;0;0;sales;medium;0
0,061805556;0,063194444;5;156;4;0;0;sales;medium;0
0,054861111;00.55;3;147;3;0;0;sales;medium;0
00.56;0,050694444;4;134;3;0;0;accounting;medium;0
0,061805556;00.07;4;235;2;1;0;accounting;high;0
1;0,045833333;4;238;4;0;0;accounting;low;0
00.43;0,05;3;258;4;0;0;hr;medium;0
0,049305556;00.55;5;224;3;0;0;hr;medium;0
0,068055556;00.59;4;149;2;0;0;hr;medium;0
0,05625;00.07;4;219;2;1;0;hr;medium;0
0,049305556;00.53;3;186;2;0;0;technical;low;0
0,06875;00.06;4;259;4;0;0;technical;low;0
00.34;0,043055556;3;119;2;0;0;technical;low;0
00.58;0,063194444;3;223;2;0;0;technical;low;0
0,053472222;00.49;4;184;3;0;0;technical;low;0
0,044444444;00.05;3;238;4;0;0;technical;low;0
00.13;1;4;157;5;1;0;technical;low;0
0,068055556;00.06;2;249;3;0;0;technical;low;0
0,05;0,058333333;4;195;2;0;0;technical;low;0
00.55;0,054861111;3;162;2;0;0;technical;low;0
0,043055556;0,063194444;4;231;3;0;0;technical;low;0
0,051388889;0,063194444;2;264;3;0;0;support;low;0
0,047916667;0,066666667;3;210;3;0;0;support;low;0
00.06;0,04375;4;192;3;0;0;support;low;0
00.54;00.43;3;192;2;0;0;support;low;0
00.56;0,052083333;4;249;3;0;0;support;low;0
00.58;0,059722222;5;206;3;0;0;support;low;0
00.21;0,045833333;4;165;5;0;0;support;low;0
00.52;0,059027778;5;183;3;0;0;support;low;0
0,068055556;00.07;4;253;2;0;0;support;low;0
0,059027778;0,067361111;3;256;3;0;0;support;low;0
0,043055556;0,061111111;2;263;4;0;0;support;medium;0
0,04375;0,042361111;3;234;3;1;0;technical;medium;0
0,058333333;0,067361111;6;223;2;0;0;technical;medium;0
0,049305556;0,047916667;2;172;3;0;0;technical;medium;0
00.36;00.55;6;226;6;0;0;management;medium;0
0,054861111;00.56;6;205;4;1;0;IT;medium;0
00.59;00.55;4;235;2;0;0;IT;medium;0
00.05;00.53;4;263;3;0;0;IT;medium;0
0,061111111;0,045833333;4;271;3;1;0;IT;medium;0
0,045138889;0,047916667;6;131;5;0;0;IT;medium;0
0,049305556;00.56;4;238;4;0;0;product_mng;medium;0
0,061805556;00.54;3;214;2;0;0;product_mng;medium;0
0,057638889;0,058333333;3;267;3;0;0;product_mng;high;0
0,050694444;00.53;3;184;2;0;0;product_mng;low;0
0,049305556;0,046527778;3;264;3;0;0;IT;medium;0
00.53;0,045833333;3;109;2;0;0;RandD;medium;0
0,051388889;00.07;3;253;4;1;0;RandD;medium;0
00.06;00.52;4;207;2;1;0;RandD;medium;0
00.47;00.06;4;263;5;0;0;RandD;low;0
0,061111111;0,061111111;3;214;2;1;0;RandD;low;0
0,043055556;0,046527778;2;153;3;0;0;marketing;low;0
00.24;00.48;5;123;5;1;0;sales;low;0
00.15;00.36;5;159;2;0;0;accounting;low;0
0,063888889;0,056944444;3;185;3;0;0;support;low;0
0,051388889;00.07;4;167;3;1;0;technical;low;0
0,059722222;0,053472222;3;271;3;0;0;management;low;0
0,066666667;0,042361111;3;140;3;0;0;marketing;low;0
00.54;00.06;4;141;3;0;0;marketing;low;0
0,06875;0,060416667;4;190;2;0;0;marketing;low;0
0,05;0,050694444;5;134;2;0;0;sales;low;0
0,066666667;0,052083333;5;176;4;0;0;sales;low;0
0,050694444;0,050694444;4;194;2;0;0;sales;low;0
0,046527778;00.44;5;212;4;0;0;sales;low;0
00.58;0,05;5;234;3;1;0;sales;low;0
00.09;0,06875;4;190;2;0;0;sales;low;0
0,06875;00.37;5;155;3;0;0;sales;low;0
0,061805556;00.58;4;232;2;0;0;sales;low;0
0,05;0,065972222;4;216;3;0;0;sales;low;0
0,053472222;00.08;3;207;3;0;0;sales;low;0
00.08;0,065277778;4;200;4;0;0;sales;medium;0
0,061805556;0,059722222;3;178;4;0;0;sales;medium;0
00.59;0,05625;4;173;2;0;0;sales;medium;0
00.24;0,060416667;5;268;5;0;0;sales;medium;0
0,065277778;00.59;6;212;2;0;0;sales;medium;0
0,051388889;00.05;4;216;3;0;0;sales;medium;0
0,04375;0,043055556;5;212;6;0;0;sales;medium;0
0,04375;00.59;3;155;3;1;0;sales;medium;0
0,053472222;0,045138889;4;164;2;0;0;sales;medium;0
0,060416667;0,051388889;3;209;3;0;0;accounting;medium;0
0,054861111;0,042361111;4;136;3;0;0;accounting;medium;0
00.54;0,058333333;4;223;3;0;0;accounting;medium;0
00.59;0,057638889;4;239;4;0;0;hr;high;0
0,059722222;0,060416667;3;205;4;0;0;hr;low;0
0,068055556;0,047222222;3;203;3;0;0;hr;medium;0
1;0,054861111;5;152;4;0;0;hr;medium;0
00.09;0,054861111;4;236;3;1;0;technical;medium;0
00.34;00.06;4;114;3;0;0;technical;medium;0
0,065972222;0,064583333;3;209;2;0;0;technical;low;0
0,054861111;00.48;4;178;2;0;0;technical;low;0
00.13;0,063194444;4;175;5;0;0;technical;low;0
0,05;0,047916667;3;270;4;0;0;technical;low;0
0,04375;00.54;3;145;2;1;0;technical;low;0
0,05625;0,052777778;5;134;2;0;0;technical;low;0
0,049305556;0,052083333;4;272;4;0;0;technical;low;0
00.49;0,052777778;3;208;2;0;0;technical;low;0
00.59;0,045138889;4;219;3;1;0;technical;low;0
0,060416667;00.59;5;154;3;0;0;support;low;0
0,045833333;00.06;3;179;4;0;0;support;low;0
0,054166667;0,063888889;5;137;2;0;0;support;low;0
0,045138889;00.07;4;211;2;0;0;support;low;0
00.08;0,067361111;5;271;4;0;0;support;low;0
00.56;0,052083333;4;192;2;0;0;support;low;0
0,059027778;0,046527778;4;228;4;0;0;support;low;0
00.14;00.46;2;267;6;1;0;support;low;0
0,051388889;0,043055556;4;272;2;0;0;support;low;0
0,059722222;0,064583333;2;260;2;0;0;support;low;0
0,049305556;0,066666667;4;161;3;0;0;support;low;0
0,057638889;0,06875;4;226;2;0;0;technical;low;0
00.52;00.49;4;249;4;1;0;technical;medium;0
0,04375;00.08;3;243;3;0;0;technical;medium;0
0,063888889;0,064583333;4;247;2;0;0;management;medium;0
0,045833333;0,060416667;3;186;2;0;0;IT;medium;0
0,053472222;00.07;3;155;3;0;0;IT;medium;0
0,051388889;0,067361111;2;135;4;0;0;IT;medium;0
0,05625;0,052777778;5;198;4;0;0;IT;medium;0
0,046527778;00.55;3;175;2;0;0;IT;medium;0
0,052083333;0,063888889;3;192;3;0;0;product_mng;medium;0
0,045138889;00.36;2;282;3;0;0;product_mng;medium;0
0,05625;00.06;4;179;3;0;0;product_mng;medium;0
00.57;0,053472222;4;245;3;0;0;product_mng;medium;0
0,061805556;0,045833333;4;235;3;0;0;IT;high;0
00.05;00.56;4;266;2;0;0;RandD;low;0
00.21;00.42;4;269;4;1;0;RandD;medium;0
0,054861111;0,046527778;3;264;2;0;0;RandD;medium;0
0,045833333;00.57;3;161;2;1;0;RandD;medium;0
0,056944444;0,065972222;3;203;3;0;0;RandD;medium;0
0,059027778;0,059027778;4;258;2;0;0;marketing;low;0
0,05;0,066666667;3;143;3;0;0;sales;low;0
00.52;0,063888889;3;214;3;0;0;accounting;low;0
00.05;0,043055556;4;166;3;1;0;support;low;0
00.52;0,056944444;3;192;3;0;0;technical;low;0
00.13;0,060416667;3;185;4;1;0;management;low;0
0,060416667;0,068055556;4;173;3;0;0;marketing;low;0
00.53;0,068055556;2;163;3;0;0;marketing;low;0
00.15;0,052777778;5;277;4;0;0;marketing;low;0
0,044444444;0,059722222;5;274;2;1;0;sales;low;0
00.52;00.44;3;119;2;0;0;sales;low;0
0,054861111;0,046527778;4;267;3;0;0;sales;low;0
0,051388889;0,061805556;3;160;2;0;0;sales;low;0
0,05625;0,058333333;4;198;2;0;0;sales;low;0
0,065277778;00.06;3;193;3;0;0;sales;low;0
0,046527778;0,058333333;6;250;2;0;0;sales;low;0
0,064583333;0,058333333;3;237;4;1;0;sales;low;0
00.52;0,066666667;4;170;2;0;0;sales;low;0
00.48;0,051388889;2;157;2;1;0;sales;medium;0
00.57;0,063888889;6;267;4;0;0;sales;medium;0
0,049305556;0,053472222;4;192;4;0;0;sales;medium;0
00.09;0,051388889;4;218;2;1;0;sales;medium;0
00.58;0,042361111;4;210;3;0;0;sales;medium;0
0,045833333;00.48;4;229;4;0;0;sales;medium;0
00.59;0,045833333;3;186;3;0;0;sales;medium;0
0,066666667;00.05;3;234;2;1;0;sales;medium;0
00.13;0,063194444;2;149;5;0;0;sales;medium;0
0,064583333;0,063888889;3;205;3;0;0;sales;medium;0
00.54;0,05;3;148;4;0;0;accounting;medium;0
00.54;0,053472222;5;270;3;0;0;accounting;medium;0
0,060416667;0,043055556;3;176;3;0;0;accounting;high;0
0,054861111;0,063194444;3;226;2;0;0;hr;low;0
0,057638889;00.57;3;232;4;0;0;hr;medium;0
0,050694444;00.06;3;137;3;0;0;hr;medium;0
00.29;00.42;6;253;3;0;0;hr;medium;0
00.08;00.07;6;231;4;0;0;technical;medium;0
00.29;0,05625;3;189;6;0;0;technical;low;0
00.43;0,059027778;6;168;2;0;0;technical;low;0
0,06875;0,064583333;3;261;3;0;0;technical;low;0
0,059722222;00.51;4;152;3;0;0;technical;low;0
0,059027778;0,054166667;5;263;2;1;0;technical;low;0
0,045833333;0,047222222;3;258;3;0;0;technical;low;0
00.57;0,06875;3;205;3;0;0;technical;low;0
00.31;0,044444444;6;183;2;1;0;technical;low;0
0,061111111;0,061111111;3;153;3;0;0;technical;low;0
0,05;0,05;5;194;4;0;0;technical;low;0
0,052083333;0,045833333;4;202;2;0;0;support;low;0
0,056944444;0,049305556;4;164;4;0;0;support;low;0
0,056944444;0,046527778;3;213;2;0;0;support;low;0
00.15;00.52;4;265;6;0;0;support;low;0
00.16;0,061111111;6;218;3;0;0;support;low;0
0,065972222;00.04;5;286;4;0;0;support;low;0
0,060416667;0,050694444;3;172;3;1;0;support;low;0
0,059027778;0,061805556;4;251;2;0;0;support;low;0
00.58;00.06;3;110;3;1;0;support;low;0
0,04375;0,059722222;3;269;4;0;0;support;low;0
0,047916667;0,047222222;3;151;3;1;0;support;low;0
00.53;0,059027778;5;161;2;0;0;technical;medium;0
0,066666667;0,049305556;4;210;3;0;0;technical;medium;0
0,050694444;0,057638889;2;167;3;0;0;technical;medium;0
00.05;00.06;3;270;3;1;0;management;medium;0
0,05625;0,057638889;3;133;3;1;0;IT;medium;0
0,056944444;00.59;3;249;3;0;0;IT;medium;0
0,052777778;0,05;4;266;3;0;0;IT;medium;0
00.27;0,056944444;4;276;2;0;0;IT;medium;0
0,044444444;00.38;6;215;3;0;0;IT;medium;0
00.57;00.09;3;262;2;0;0;product_mng;medium;0
00.49;0,058333333;5;193;3;0;0;product_mng;medium;0
0,045833333;0,063888889;2;102;4;0;0;product_mng;medium;0
0,049305556;00.36;4;278;4;1;0;product_mng;high;0
0,042361111;0,04375;3;250;4;0;0;IT;low;0
00.52;0,061805556;5;193;4;0;0;RandD;medium;0
0,043055556;0,063194444;3;133;3;0;0;RandD;medium;0
0,068055556;0,045138889;4;216;4;0;0;RandD;medium;0
0,046527778;00.56;5;174;2;1;0;RandD;medium;0
0,059027778;0,043055556;2;280;4;0;0;RandD;low;0
0,058333333;0,059027778;4;246;2;0;0;marketing;low;0
1;00.53;3;142;3;0;0;sales;low;0
0,05;0,052777778;4;144;3;1;0;accounting;low;0
0,045833333;0,052083333;6;100;4;1;0;support;low;0
0,044444444;0,049305556;5;212;2;0;0;technical;low;0
1;0,052777778;5;201;3;0;0;management;low;0
0,052083333;00.59;5;206;2;0;0;marketing;low;0
0,05625;0,053472222;4;197;3;0;0;marketing;low;0
00.31;0,068055556;5;232;5;0;0;marketing;low;0
00.32;0,067361111;6;272;2;0;0;sales;low;0
00.48;00.05;4;173;3;0;0;sales;low;0
0,043055556;00.42;2;124;2;0;0;sales;low;0
0,053472222;0,059722222;5;282;4;0;0;sales;low;0
0,052777778;00.08;2;219;4;1;0;sales;low;0
0,047222222;00.41;3;106;6;0;0;sales;low;0
0,05;0,054861111;4;192;4;0;0;sales;low;0
0,060416667;0,063194444;5;190;2;0;0;sales;low;0
00.59;00.57;2;156;2;0;0;sales;low;0
00.07;0,044444444;3;180;2;0;0;sales;low;0
0,050694444;0,05625;4;245;2;0;0;sales;low;0
00.58;0,043055556;3;169;2;0;0;sales;medium;0
0,044444444;0,045833333;3;188;4;0;0;sales;medium;0
0,061805556;0,045833333;5;224;2;0;0;sales;medium;0
0,065972222;0,049305556;3;263;2;1;0;sales;medium;0
0,058333333;00.09;3;262;2;0;0;sales;medium;0
00.06;0,06875;4;225;3;0;0;sales;medium;0
0,049305556;0,04375;5;224;3;1;0;sales;medium;0
00.06;0,065972222;3;266;3;0;0;sales;medium;0
0,063194444;0,047222222;3;218;3;1;0;accounting;medium;0
0,052083333;1;3;102;3;0;0;accounting;medium;0
00.07;0,046527778;4;181;3;0;0;accounting;medium;0
00.23;0,044444444;5;150;5;0;0;hr;medium;0
0,050694444;0,057638889;4;270;2;0;0;hr;high;0
0,06875;00.49;4;270;2;0;0;hr;low;0
0,043055556;0,047222222;5;265;3;0;0;hr;medium;0
0,068055556;0,061805556;4;169;3;0;0;technical;medium;0
0,042361111;0,065277778;3;224;4;0;0;technical;medium;0
00.52;0,063888889;3;150;2;1;0;technical;medium;0
0,045138889;0,045833333;5;239;4;0;0;technical;low;0
00.59;00.09;3;245;3;1;0;technical;low;0
0,049305556;00.08;3;182;2;1;0;technical;low;0
00.18;00.07;5;182;4;0;0;technical;low;0
00.21;0,064583333;4;243;4;0;0;technical;low;0
00.15;0,046527778;6;209;5;0;0;technical;low;0
0,067361111;00.53;4;195;4;0;0;technical;low;0
00.39;00.48;3;190;2;0;0;technical;low;0
00.35;0,045833333;2;140;2;0;0;support;medium;0
0,061111111;00.58;4;147;4;0;0;support;medium;0
00.58;0,067361111;3;265;3;0;0;support;medium;0
0,042361111;0,054166667;3;238;2;0;0;support;medium;0
00.59;0,068055556;3;155;3;0;0;support;medium;0
00.55;00.41;4;132;5;1;0;support;medium;0
00.52;00.08;5;257;3;0;0;support;medium;0
0,049305556;0,053472222;2;255;3;0;0;support;medium;0
0,04375;0,056944444;5;229;2;0;0;support;medium;0
00.17;0,058333333;5;216;4;0;0;support;medium;0
0,065972222;00.49;4;269;4;0;0;support;medium;0
1;0,050694444;3;205;2;0;0;technical;medium;0
0,050694444;0,066666667;2;151;3;0;0;technical;medium;0
00.08;0,044444444;4;246;3;1;0;technical;medium;0
0,04375;00.08;4;256;4;0;0;management;medium;0
0,065972222;00.59;4;235;3;0;0;IT;medium;0
0,052083333;0,057638889;4;229;2;0;0;IT;medium;0
0,044444444;0,05;5;158;3;0;0;IT;medium;0
0,05;1;3;197;3;0;0;IT;medium;0
0,05;00.53;3;151;4;0;0;IT;medium;0
0,059027778;0,04375;3;167;3;0;0;product_mng;medium;0
00.24;0,065277778;4;146;4;0;0;product_mng;medium;0
0,047916667;00.53;4;281;4;0;0;product_mng;medium;0
0,047916667;00.07;3;212;2;0;0;product_mng;medium;0
0,060416667;00.59;5;261;3;0;0;IT;medium;0
0,054166667;0,063194444;3;238;2;0;0;RandD;high;0
0,052777778;0,051388889;4;235;3;0;0;RandD;high;0
00.35;00.07;3;107;3;0;0;RandD;high;0
0,061111111;00.59;6;243;4;0;0;RandD;high;0
0,054166667;0,054861111;5;233;3;1;0;RandD;high;0
00.36;00.42;3;206;5;0;0;marketing;high;0
00.24;00.07;5;172;4;0;0;sales;high;0
00.55;0,056944444;3;248;2;0;0;accounting;high;0
0,063194444;00.53;3;147;4;1;0;support;high;0
0,045833333;0,042361111;5;259;3;0;0;technical;high;0
00.57;0,056944444;3;267;3;0;0;management;high;0
0,044444444;0,044444444;3;263;3;0;0;marketing;high;0
0,04375;0,068055556;3;160;4;1;0;marketing;low;0
00.49;0,063888889;5;176;3;0;0;marketing;low;0
00.07;00.07;3;224;3;0;0;sales;low;0
00.03;0,049305556;3;155;2;0;0;sales;low;0
00.51;00.52;3;132;3;0;0;sales;low;0
0,049305556;0,060416667;5;173;3;0;0;sales;low;0
0,044444444;0,046527778;3;165;3;0;0;sales;low;0
0,046527778;0,045833333;6;272;3;0;0;sales;low;0
0,057638889;0,065277778;5;156;3;1;0;sales;low;0
0,063888889;0,066666667;3;154;2;1;0;sales;low;0
0,058333333;00.53;3;237;3;1;0;sales;low;0
0,067361111;0,052083333;2;271;6;0;0;sales;low;0
00.19;0,063194444;6;152;3;0;0;sales;low;0
0,059722222;00.51;4;152;3;1;0;sales;low;0
0,049305556;0,047916667;3;172;3;0;0;sales;low;0
0,052777778;00.56;4;214;2;1;0;sales;medium;0
0,047222222;0,061111111;5;201;3;0;0;sales;medium;0
0,042361111;0,06875;2;275;3;1;0;sales;medium;0
0,059027778;0,054861111;3;156;3;0;0;sales;medium;0
0,058333333;0,061805556;3;234;2;0;0;sales;medium;0
0,043055556;0,04375;2;123;2;0;0;sales;medium;0
0,053472222;0,052777778;3;201;4;0;0;accounting;medium;0
0,054861111;0,064583333;5;160;4;1;0;accounting;medium;0
0,067361111;00.05;3;173;2;0;0;accounting;medium;0
00.59;0,042361111;4;141;2;1;0;hr;medium;0
0,064583333;0,043055556;3;231;6;0;0;hr;medium;0
0,059027778;00.54;4;174;2;0;0;hr;medium;0
00.07;00.57;4;211;3;0;0;hr;high;0
00.54;0,063194444;3;249;3;0;0;technical;high;0
00.42;0,059722222;2;108;5;0;0;technical;high;0
0,066666667;0,052083333;4;165;3;0;0;technical;high;0
00.58;00.08;3;181;4;0;0;technical;high;0
0,042361111;00.59;3;237;2;0;0;technical;high;0
0,043055556;0,067361111;5;180;2;0;0;technical;high;0
0,047222222;00.07;3;209;3;0;0;technical;high;0
00.06;0,050694444;3;191;5;1;0;technical;low;0
00.07;0,063194444;4;181;2;1;0;technical;low;0
0,045138889;00.55;4;250;2;0;0;technical;low;0
00.48;00.59;2;179;2;0;0;technical;low;0
0,052083333;0,050694444;3;225;4;0;0;support;low;0
0,047916667;0,054166667;5;267;2;1;0;support;low;0
00.34;00.46;2;169;2;1;0;support;low;0
00.59;00.49;4;164;3;0;0;support;low;0
0,065277778;0,065972222;4;155;3;0;0;support;medium;0
0,068055556;0,053472222;5;223;2;1;0;support;medium;0
0,05;0,045833333;3;160;3;0;0;support;medium;0
0,054861111;00.07;4;268;2;0;0;support;medium;0
00.54;0,042361111;4;151;4;1;0;support;medium;0
0,050694444;0,065972222;3;156;2;0;0;support;medium;0
0,056944444;00.58;4;136;3;0;0;support;medium;0
00.57;00.45;3;189;2;0;0;technical;medium;0
0,068055556;0,064583333;5;203;2;0;0;technical;medium;0
0,063194444;0,045138889;5;174;2;0;0;technical;medium;0
0,05;0,063194444;3;239;2;0;0;management;medium;0
00.48;0,050694444;5;152;6;0;0;IT;medium;0
00.57;0,059722222;4;268;6;0;0;IT;medium;0
0,059722222;0,066666667;4;146;3;0;0;IT;medium;0
0,04375;0,059027778;3;232;4;0;0;IT;medium;0
0,05625;00.52;3;255;5;0;0;IT;medium;0
00.21;00.37;4;129;4;0;0;product_mng;medium;0
00.09;0,045833333;3;261;3;1;0;product_mng;medium;0
0,054861111;0,054166667;3;101;2;1;0;product_mng;medium;0
0,065972222;00.49;4;229;3;0;0;product_mng;medium;0
00.29;00.43;3;162;4;0;0;IT;medium;0
0,05625;00.52;4;270;3;0;0;RandD;medium;0
00.21;00.56;6;277;5;0;0;RandD;medium;0
00.07;0,057638889;5;261;4;0;0;RandD;high;0
0,045833333;0,044444444;4;204;2;0;0;RandD;low;0
00.16;0,059722222;2;215;2;0;0;RandD;medium;0
0,05;00.08;3;219;3;0;0;marketing;medium;0
00.51;00.05;3;147;4;0;0;sales;medium;0
00.59;0,04375;5;243;2;0;0;accounting;medium;0
0,045833333;00.04;2;155;5;1;0;support;medium;0
0,047916667;0,058333333;3;253;2;0;0;technical;medium;0
0,047916667;0,065277778;4;235;3;0;0;management;medium;0
0,061805556;0,054861111;5;257;3;0;0;marketing;medium;0
00.52;00.56;4;225;2;0;0;marketing;medium;0
0,063194444;0,063194444;3;167;3;0;0;marketing;medium;0
0,066666667;00.53;5;224;4;0;0;sales;low;0
00.08;00.58;5;127;3;0;0;sales;low;0
00.55;0,053472222;3;256;3;1;0;sales;low;0
0,064583333;0,04375;4;233;2;0;0;sales;low;0
0,064583333;0,059722222;4;169;4;0;0;sales;low;0
